id,type,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
1883.00,0.00,7.70,0.30,0.42,14.30,0.05,45.00,213.00,1.00,3.18,0.63,9.20,5.00
1884.00,0.00,7.70,0.30,0.42,14.30,0.05,45.00,213.00,1.00,3.18,0.63,9.20,5.00
1885.00,0.00,6.40,0.22,0.32,7.90,0.03,34.00,124.00,0.99,3.40,0.39,10.20,5.00
1886.00,0.00,7.20,0.20,0.61,16.20,0.04,14.00,103.00,1.00,3.06,0.36,9.20,6.00
1887.00,0.00,7.00,0.53,0.02,1.00,0.04,39.00,107.00,0.99,3.20,0.32,9.00,5.00
1888.00,0.00,7.30,0.24,0.41,13.60,0.05,41.00,178.00,1.00,3.37,0.43,9.70,5.00
1889.00,0.00,7.20,0.24,0.40,17.85,0.05,50.00,185.00,1.00,3.34,0.42,9.60,5.00
1890.00,0.00,7.60,0.15,0.40,1.30,0.04,24.00,112.00,0.99,3.14,0.76,10.00,5.00
1891.00,0.00,7.70,0.30,0.42,14.30,0.05,45.00,213.00,1.00,3.18,0.63,9.20,5.00
1892.00,0.00,7.60,0.33,0.41,13.70,0.05,44.00,197.00,1.00,3.18,0.64,9.10,5.00
1893.00,0.00,6.80,0.24,0.31,18.30,0.05,40.00,142.00,1.00,3.30,0.41,8.70,5.00
1894.00,0.00,6.80,0.24,0.31,18.30,0.05,40.00,142.00,1.00,3.30,0.41,8.70,5.00
1895.00,0.00,6.80,0.35,0.44,6.50,0.06,31.00,161.00,1.00,3.14,0.44,9.50,5.00
1896.00,0.00,7.90,0.26,0.33,10.30,0.04,73.00,212.00,1.00,2.93,0.49,9.50,6.00
1897.00,0.00,7.50,0.29,0.67,8.10,0.04,53.00,166.00,1.00,2.90,0.41,8.90,6.00
1898.00,0.00,7.50,0.29,0.67,8.10,0.04,53.00,166.00,1.00,2.90,0.41,8.90,6.00
1899.00,0.00,7.20,0.31,0.41,8.60,0.05,15.00,89.00,1.00,3.29,0.64,9.90,6.00
1900.00,0.00,6.70,0.44,0.31,1.90,0.03,41.00,104.00,0.99,3.29,0.62,12.60,7.00
1901.00,0.00,10.00,0.23,0.27,14.10,0.03,45.00,166.00,1.00,2.72,0.43,9.70,6.00
1902.00,0.00,7.40,0.21,0.30,7.90,0.04,14.00,118.00,0.99,2.96,0.34,10.40,5.00
1903.00,0.00,8.80,0.23,0.35,10.70,0.04,26.00,183.00,1.00,2.93,0.49,9.10,6.00
1904.00,0.00,7.80,0.34,0.27,1.20,0.04,25.00,106.00,0.99,3.01,0.55,10.40,5.00
1905.00,0.00,7.90,0.26,0.33,10.30,0.04,73.00,212.00,1.00,2.93,0.49,9.50,6.00
1906.00,0.00,7.50,0.29,0.67,8.10,0.04,53.00,166.00,1.00,2.90,0.41,8.90,6.00
1907.00,0.00,6.00,0.28,0.35,1.90,0.04,16.00,120.00,0.99,3.16,0.69,10.60,5.00
1908.00,0.00,7.90,0.37,0.30,2.70,0.03,64.00,158.00,0.99,3.12,0.59,12.00,7.00
1909.00,0.00,7.20,0.36,0.36,5.70,0.04,26.00,98.00,0.99,2.93,0.59,12.50,7.00
1910.00,0.00,7.60,0.13,0.34,9.30,0.06,40.00,126.00,1.00,3.21,0.39,9.60,5.00
1911.00,0.00,6.60,0.25,0.36,8.10,0.05,54.00,180.00,1.00,3.08,0.42,9.20,5.00
1912.00,0.00,7.10,0.18,0.26,1.30,0.04,20.00,71.00,0.99,3.04,0.74,9.90,6.00
1913.00,0.00,7.90,0.30,0.27,8.50,0.04,20.00,112.00,0.99,2.96,0.46,11.70,6.00
1914.00,0.00,8.30,0.23,0.30,2.10,0.05,21.00,153.00,1.00,3.09,0.50,9.60,6.00
1915.00,0.00,6.80,0.43,0.30,3.50,0.03,27.00,135.00,0.99,3.00,0.37,12.00,6.00
1916.00,0.00,7.20,0.36,0.36,5.70,0.04,26.00,98.00,0.99,2.93,0.59,12.50,7.00
1917.00,0.00,6.60,0.25,0.36,8.10,0.05,54.00,180.00,1.00,3.08,0.42,9.20,5.00
1918.00,0.00,7.10,0.18,0.26,1.30,0.04,20.00,71.00,0.99,3.04,0.74,9.90,6.00
1919.00,0.00,6.60,0.35,0.29,14.40,0.04,54.00,177.00,1.00,3.17,0.58,8.90,6.00
1920.00,0.00,7.30,0.22,0.50,13.70,0.05,56.00,189.00,1.00,3.24,0.66,9.00,6.00
1921.00,0.00,8.10,0.26,0.33,11.10,0.05,52.50,158.00,1.00,3.03,0.49,10.20,7.00
1922.00,0.00,7.60,0.13,0.34,9.30,0.06,40.00,126.00,1.00,3.21,0.39,9.60,5.00
1923.00,0.00,7.00,0.12,0.19,4.90,0.06,27.00,127.00,1.00,3.29,0.41,9.40,5.00
1924.00,0.00,8.20,0.37,0.27,1.70,0.03,10.00,59.00,0.99,2.97,0.48,10.40,5.00
1925.00,0.00,7.60,0.26,0.36,1.60,0.03,6.00,106.00,0.99,3.15,0.40,10.40,4.00
1926.00,0.00,6.30,0.20,0.58,1.40,0.20,15.00,97.00,0.99,3.16,0.43,10.00,6.00
1927.00,0.00,6.30,0.22,0.57,1.40,0.21,14.00,96.00,0.99,3.16,0.43,10.00,6.00
1928.00,0.00,7.10,0.25,0.28,1.60,0.05,46.00,169.00,0.99,3.05,0.41,10.50,5.00
1929.00,0.00,7.00,0.27,0.32,6.80,0.05,47.00,193.00,0.99,3.23,0.39,11.40,6.00
1930.00,0.00,8.80,0.34,0.33,9.70,0.04,46.00,172.00,1.00,3.08,0.40,10.20,5.00
1931.00,0.00,9.20,0.27,0.34,10.50,0.04,49.00,228.00,1.00,3.04,0.41,10.40,6.00
1932.00,0.00,7.10,0.49,0.22,2.00,0.05,146.50,307.50,0.99,3.24,0.37,11.00,3.00
1933.00,0.00,9.20,0.71,0.23,6.20,0.04,15.00,93.00,0.99,2.89,0.34,10.10,6.00
1934.00,0.00,7.20,0.47,0.65,8.30,0.08,27.00,182.00,1.00,3.00,0.35,9.20,5.00
1935.00,0.00,6.80,0.28,0.36,1.60,0.04,25.00,87.00,0.99,3.23,0.66,10.30,6.00
1936.00,0.00,8.80,0.34,0.33,9.70,0.04,46.00,172.00,1.00,3.08,0.40,10.20,5.00
1937.00,0.00,9.20,0.27,0.34,10.50,0.04,49.00,228.00,1.00,3.04,0.41,10.40,6.00
1938.00,0.00,7.30,0.13,0.27,4.60,0.08,34.00,172.00,0.99,3.23,0.39,11.10,7.00
1939.00,0.00,7.20,0.16,0.35,1.20,0.03,27.00,84.00,0.99,3.33,0.34,9.90,5.00
1940.00,0.00,6.80,0.31,0.32,7.60,0.05,35.00,143.00,1.00,3.14,0.38,9.00,5.00
1941.00,0.00,8.30,0.36,0.57,15.00,0.05,35.00,256.00,1.00,2.93,0.64,8.60,5.00
1942.00,0.00,6.80,0.31,0.32,7.60,0.05,35.00,143.00,1.00,3.14,0.38,9.00,5.00
1943.00,0.00,8.30,0.36,0.57,15.00,0.05,35.00,256.00,1.00,2.93,0.64,8.60,5.00
1944.00,0.00,6.30,0.25,0.44,11.60,0.04,48.00,195.00,1.00,3.18,0.52,9.50,5.00
1945.00,0.00,6.00,0.45,0.42,1.10,0.05,61.00,197.00,0.99,3.02,0.40,9.00,5.00
1946.00,0.00,8.10,0.26,0.30,7.80,0.05,39.00,152.00,1.00,2.99,0.58,10.00,6.00
1947.00,0.00,6.40,0.22,0.32,12.00,0.07,57.00,158.00,1.00,3.60,0.43,9.00,6.00
1948.00,0.00,5.70,0.45,0.42,1.10,0.05,61.00,197.00,0.99,3.02,0.40,9.00,5.00
1949.00,0.00,7.20,0.19,0.31,1.40,0.05,37.00,135.00,0.99,3.34,0.57,10.20,7.00
1950.00,0.00,6.70,0.31,0.44,6.70,0.05,29.00,160.00,1.00,3.04,0.44,9.60,5.00
1951.00,0.00,8.00,0.25,0.13,17.20,0.04,49.00,219.00,1.00,2.96,0.46,9.70,5.00
1952.00,0.00,9.90,0.33,0.46,1.40,0.05,34.00,185.00,1.00,3.02,0.49,10.20,4.00
1953.00,0.00,8.10,0.31,0.36,8.20,0.03,29.00,142.00,0.99,3.01,0.34,13.00,7.00
1954.00,0.00,8.10,0.24,0.38,4.30,0.04,49.00,172.00,1.00,3.37,0.74,10.80,6.00
1955.00,0.00,8.00,0.25,0.13,17.20,0.04,49.00,219.00,1.00,2.96,0.46,9.70,5.00
1956.00,0.00,6.40,0.29,0.28,11.10,0.06,66.00,169.00,1.00,2.89,0.57,9.00,5.00
1957.00,0.00,7.20,0.15,0.33,1.10,0.03,16.00,63.00,0.99,3.37,0.40,9.90,5.00
1958.00,0.00,7.00,0.12,0.32,7.20,0.06,22.00,89.00,1.00,3.29,0.38,9.20,6.00
1959.00,0.00,7.40,0.32,0.55,16.60,0.06,53.00,238.00,1.00,2.96,0.58,8.70,6.00
1960.00,0.00,8.50,0.17,0.31,1.00,0.02,13.00,91.00,0.99,2.79,0.37,10.10,5.00
1961.00,0.00,8.50,0.17,0.31,1.00,0.02,13.00,91.00,0.99,2.79,0.37,10.10,5.00
1962.00,0.00,9.50,0.21,0.47,1.30,0.04,21.00,123.00,1.00,2.90,0.64,9.50,5.00
1963.00,0.00,8.20,0.21,0.48,1.40,0.04,11.00,99.00,1.00,3.17,0.57,9.90,5.00
1964.00,0.00,7.40,0.32,0.55,16.60,0.06,53.00,238.00,1.00,2.96,0.58,8.70,6.00
1965.00,0.00,6.80,0.31,0.42,6.90,0.05,50.00,173.00,1.00,3.19,0.46,9.00,5.00
1966.00,0.00,6.80,0.27,0.28,13.30,0.08,50.00,163.00,1.00,3.03,0.38,8.60,6.00
1967.00,0.00,7.40,0.21,0.30,8.10,0.05,13.00,114.00,0.99,3.12,0.35,10.50,6.00
1968.00,0.00,8.00,0.23,0.35,9.20,0.04,53.00,186.00,1.00,3.09,0.56,9.50,7.00
1969.00,0.00,7.60,0.20,0.31,1.40,0.05,41.00,142.00,0.99,3.43,0.53,10.10,6.00
1970.00,0.00,6.30,0.41,0.30,3.20,0.03,49.00,164.00,0.99,3.53,0.79,11.70,7.00
1971.00,0.00,8.30,0.49,0.43,2.50,0.04,32.00,116.00,0.99,3.23,0.47,10.70,6.00
1972.00,0.00,6.30,0.41,0.30,3.20,0.03,49.00,164.00,0.99,3.53,0.79,11.70,7.00
1973.00,0.00,7.60,0.20,0.26,4.50,0.09,37.00,133.00,1.00,3.15,0.42,9.20,5.00
1974.00,0.00,7.50,0.26,0.26,18.35,0.08,33.00,139.00,1.00,3.17,0.39,8.80,5.00
1975.00,0.00,7.50,0.26,0.26,18.35,0.08,33.00,139.00,1.00,3.17,0.39,8.80,5.00
1976.00,0.00,6.80,0.27,0.35,7.80,0.05,76.00,197.00,1.00,3.24,0.43,9.50,6.00
1977.00,0.00,6.80,0.28,0.37,7.00,0.06,35.00,208.00,1.00,3.57,0.55,10.20,5.00
1978.00,0.00,8.40,0.20,0.27,6.30,0.05,30.00,143.00,1.00,3.25,0.50,9.10,6.00
1979.00,0.00,7.90,0.33,0.26,1.20,0.04,23.00,103.00,0.99,3.19,0.54,10.50,6.00
1980.00,0.00,7.50,0.38,0.50,12.80,0.04,57.00,184.00,1.00,3.09,0.46,9.00,6.00
1981.00,0.00,7.60,0.20,0.30,14.20,0.06,53.00,212.50,1.00,3.14,0.46,8.90,8.00
1982.00,0.00,7.60,0.20,0.30,14.20,0.06,53.00,212.50,1.00,3.14,0.46,8.90,8.00
1983.00,0.00,7.60,0.20,0.30,14.20,0.06,53.00,212.50,1.00,3.14,0.46,8.90,8.00
1984.00,0.00,7.60,0.20,0.30,14.20,0.06,53.00,212.50,1.00,3.14,0.46,8.90,8.00
1985.00,0.00,7.60,0.20,0.30,14.20,0.06,53.00,212.50,1.00,3.14,0.46,8.90,8.00
1986.00,0.00,8.10,0.19,0.58,16.65,0.05,48.00,181.00,1.00,3.20,0.62,9.10,6.00
1987.00,0.00,7.60,0.16,0.41,1.90,0.05,27.00,151.00,0.99,3.20,0.53,10.10,6.00
1988.00,0.00,8.10,0.22,0.28,7.70,0.04,57.00,176.00,1.00,3.12,0.55,10.00,5.00
1989.00,0.00,8.00,0.22,0.32,10.40,0.04,63.00,201.00,1.00,3.11,0.53,9.50,6.00
1990.00,0.00,7.10,0.33,0.30,3.30,0.03,30.00,102.00,0.99,3.08,0.31,12.30,7.00
1991.00,0.00,6.40,0.43,0.27,1.10,0.05,5.00,110.00,0.99,3.24,0.52,9.10,4.00
1992.00,0.00,7.60,0.20,0.30,14.20,0.06,53.00,212.50,1.00,3.14,0.46,8.90,8.00
1993.00,0.00,7.00,0.12,0.28,6.30,0.06,17.00,103.00,1.00,3.50,0.44,9.60,5.00
1994.00,0.00,7.40,0.30,0.22,5.25,0.05,33.00,180.00,0.99,3.13,0.45,11.60,6.00
1995.00,0.00,7.00,0.28,0.33,14.60,0.04,47.00,168.00,1.00,3.34,0.67,8.80,6.00
1996.00,0.00,8.40,0.20,0.38,11.80,0.06,51.00,170.00,1.00,3.34,0.82,8.90,6.00
1997.00,0.00,7.00,0.28,0.33,14.60,0.04,47.00,168.00,1.00,3.34,0.67,8.80,6.00
1998.00,0.00,8.40,0.20,0.38,11.80,0.06,51.00,170.00,1.00,3.34,0.82,8.90,6.00
1999.00,0.00,8.40,0.20,0.38,11.80,0.06,51.00,170.00,1.00,3.34,0.82,8.90,6.00
2000.00,0.00,7.30,0.18,0.31,17.30,0.06,32.00,197.00,1.00,3.13,0.46,9.00,6.00
2001.00,0.00,6.80,0.31,0.09,1.40,0.04,56.00,145.00,0.99,3.19,0.46,10.00,5.00
2002.00,0.00,6.70,0.31,0.08,1.30,0.04,58.00,147.00,0.99,3.18,0.46,10.00,5.00
2003.00,0.00,7.60,0.17,0.35,1.60,0.05,43.00,154.00,0.99,3.36,0.69,11.10,6.00
2004.00,0.00,7.40,0.30,0.22,5.25,0.05,33.00,180.00,0.99,3.13,0.45,11.60,6.00
2005.00,0.00,7.40,0.26,0.31,2.40,0.04,58.00,178.00,0.99,3.42,0.68,10.60,6.00
2006.00,0.00,7.00,0.28,0.33,14.60,0.04,47.00,168.00,1.00,3.34,0.67,8.80,6.00
2007.00,0.00,8.40,0.20,0.38,11.80,0.06,51.00,170.00,1.00,3.34,0.82,8.90,6.00
2008.00,0.00,5.60,0.18,0.31,1.50,0.04,16.00,84.00,0.99,3.34,0.58,10.10,6.00
2009.00,0.00,7.20,0.15,0.39,1.80,0.04,21.00,159.00,0.99,3.52,0.47,10.00,5.00
2010.00,0.00,8.00,0.40,0.33,7.70,0.03,27.00,98.00,0.99,3.18,0.41,12.20,7.00
2011.00,0.00,7.00,0.25,0.56,2.00,0.04,20.00,95.00,0.99,3.23,0.53,11.00,6.00
2012.00,0.00,7.20,0.15,0.39,1.80,0.04,21.00,159.00,0.99,3.52,0.47,10.00,5.00
2013.00,0.00,6.80,0.18,0.46,1.40,0.06,37.00,160.00,0.99,3.37,0.45,11.10,5.00
2014.00,0.00,6.60,0.32,0.22,16.70,0.05,38.00,133.00,1.00,3.22,0.67,10.40,6.00
2015.00,0.00,9.00,0.55,0.30,8.10,0.03,14.00,71.00,0.99,2.94,0.36,11.80,5.00
2016.00,0.00,6.90,0.19,0.39,8.00,0.03,22.00,84.00,0.99,3.11,0.66,10.80,6.00
2017.00,0.00,6.30,0.41,0.33,4.70,0.02,28.00,110.00,0.99,3.30,0.38,12.50,7.00
2018.00,0.00,9.00,0.55,0.30,8.10,0.03,14.00,71.00,0.99,2.94,0.36,11.80,5.00
2019.00,0.00,7.00,0.20,0.34,2.10,0.05,12.00,136.00,0.99,3.25,0.46,11.60,7.00
2020.00,0.00,6.60,0.32,0.22,16.70,0.05,38.00,133.00,1.00,3.22,0.67,10.40,6.00
2021.00,0.00,7.70,0.26,0.34,6.40,0.05,36.00,163.00,0.99,3.19,0.70,11.50,6.00
2022.00,0.00,6.30,0.21,0.28,1.50,0.05,46.00,142.00,0.99,3.23,0.42,10.10,6.00
2023.00,0.00,7.60,0.34,0.39,7.60,0.04,45.00,215.00,1.00,3.11,0.53,9.20,6.00
2024.00,0.00,6.30,0.21,0.28,1.50,0.05,46.00,142.00,0.99,3.23,0.42,10.10,6.00
2025.00,0.00,8.00,0.43,0.40,12.40,0.17,29.00,190.00,1.00,3.07,0.64,9.20,5.00
2026.00,0.00,7.50,0.30,0.71,1.30,0.16,44.00,149.00,0.99,3.08,0.42,8.90,5.00
2027.00,0.00,6.40,0.26,0.40,1.70,0.18,5.00,60.00,0.99,3.09,0.54,10.10,5.00
2028.00,0.00,6.90,0.32,0.15,8.10,0.05,51.00,180.00,1.00,3.13,0.45,8.90,5.00
2029.00,0.00,8.90,0.21,0.34,7.10,0.04,33.00,150.00,1.00,3.10,0.45,9.70,6.00
2030.00,0.00,7.60,0.34,0.39,7.60,0.04,45.00,215.00,1.00,3.11,0.53,9.20,6.00
2031.00,0.00,9.50,0.42,0.41,2.30,0.03,22.00,145.00,1.00,3.06,0.52,11.00,6.00
2032.00,0.00,7.60,0.29,0.26,6.50,0.04,32.00,160.00,0.99,3.14,0.47,10.70,5.00
2033.00,0.00,6.50,0.25,0.20,1.40,0.02,29.00,101.00,0.99,3.24,0.54,10.80,6.00
2034.00,0.00,7.20,0.23,0.33,12.70,0.05,50.00,183.00,1.00,3.41,0.40,9.80,5.00
2035.00,0.00,7.90,0.35,0.36,1.60,0.04,11.00,124.00,0.99,3.25,0.48,11.00,5.00
2036.00,0.00,8.80,0.20,0.28,1.10,0.02,18.00,72.00,0.99,2.97,0.35,10.40,5.00
2037.00,0.00,5.70,0.27,0.32,1.20,0.05,20.00,155.00,0.99,3.80,0.41,10.20,6.00
2038.00,0.00,7.60,0.29,0.26,6.50,0.04,32.00,160.00,0.99,3.14,0.47,10.70,5.00
2039.00,0.00,5.50,0.14,0.27,4.60,0.03,22.00,104.00,0.99,3.34,0.44,9.00,5.00
2040.00,0.00,8.70,0.24,0.35,0.60,0.04,11.00,71.00,0.99,3.08,0.38,10.60,5.00
2041.00,0.00,6.70,0.30,0.45,10.60,0.03,56.00,212.00,1.00,3.22,0.59,9.50,6.00
2042.00,0.00,5.50,0.14,0.27,4.60,0.03,22.00,104.00,0.99,3.34,0.44,9.00,5.00
2043.00,0.00,5.60,0.13,0.27,4.80,0.03,22.00,104.00,0.99,3.34,0.45,9.20,6.00
2044.00,0.00,7.40,0.18,0.34,2.70,0.03,30.00,107.00,0.99,2.97,0.53,11.00,6.00
2045.00,0.00,5.70,0.39,0.04,12.60,0.03,22.00,115.00,1.00,3.28,0.63,9.90,6.00
2046.00,0.00,8.70,0.24,0.35,0.60,0.04,11.00,71.00,0.99,3.08,0.38,10.60,5.00
2047.00,0.00,8.30,0.33,0.43,9.20,0.05,22.00,126.00,1.00,3.38,0.47,9.30,5.00
2048.00,0.00,6.80,0.34,0.44,6.60,0.05,28.00,156.00,1.00,3.14,0.41,9.60,5.00
2049.00,0.00,6.80,0.33,0.44,7.00,0.05,29.00,155.00,1.00,3.14,0.42,9.50,5.00
2050.00,0.00,6.30,0.28,0.24,8.45,0.03,32.00,172.00,1.00,3.39,0.57,9.70,7.00
2051.00,0.00,11.80,0.23,0.38,11.10,0.03,15.00,123.00,1.00,2.93,0.55,9.70,3.00
2052.00,0.00,6.80,0.21,0.27,18.15,0.04,41.00,146.00,1.00,3.30,0.36,8.70,5.00
2053.00,0.00,6.80,0.21,0.27,18.15,0.04,41.00,146.00,1.00,3.30,0.36,8.70,5.00
2054.00,0.00,8.60,0.49,0.29,4.10,0.03,19.00,101.00,0.99,3.01,0.38,12.40,5.00
2055.00,0.00,8.60,0.49,0.29,4.10,0.03,19.00,101.00,0.99,3.01,0.38,12.40,5.00
2056.00,0.00,7.30,0.29,0.29,4.60,0.03,27.00,155.00,0.99,3.07,0.26,10.60,6.00
2057.00,0.00,6.80,0.21,0.27,18.15,0.04,41.00,146.00,1.00,3.30,0.36,8.70,5.00
2058.00,0.00,6.70,0.31,0.31,4.90,0.03,20.00,151.00,0.99,3.36,0.82,12.00,7.00
2059.00,0.00,7.30,0.29,0.37,8.30,0.04,45.00,227.00,1.00,3.12,0.47,9.00,5.00
2060.00,0.00,5.70,0.46,0.46,1.40,0.04,31.00,169.00,0.99,3.13,0.47,8.80,5.00
2061.00,0.00,6.80,0.28,0.44,11.50,0.04,58.00,223.00,1.00,3.22,0.56,9.50,5.00
2062.00,0.00,6.70,0.23,0.33,1.80,0.04,23.00,96.00,0.99,3.32,0.40,10.80,6.00
2063.00,0.00,6.90,0.17,0.25,1.60,0.05,34.00,132.00,0.99,3.16,0.48,11.40,5.00
2064.00,0.00,7.60,0.18,0.36,2.40,0.05,38.00,123.00,1.00,3.60,0.46,10.30,5.00
2065.00,0.00,6.60,0.22,0.28,4.90,0.04,51.00,180.00,1.00,3.30,0.75,9.50,6.00
2066.00,0.00,7.80,0.27,0.28,1.80,0.05,21.00,127.00,0.99,3.15,0.44,9.90,5.00
2067.00,0.00,7.70,0.28,0.29,4.30,0.05,25.00,142.00,0.99,3.16,0.39,10.20,5.00
2068.00,0.00,7.60,0.29,0.29,4.40,0.05,26.00,146.00,0.99,3.16,0.39,10.20,5.00
2069.00,0.00,5.70,0.32,0.18,1.40,0.03,26.00,104.00,0.99,3.44,0.37,11.00,6.00
2070.00,0.00,7.10,0.33,0.25,1.60,0.03,25.00,126.00,0.99,3.22,0.34,12.10,7.00
2071.00,0.00,7.30,0.34,0.30,1.30,0.06,25.00,173.00,0.99,3.26,0.51,9.10,6.00
2072.00,0.00,6.50,0.19,0.26,5.20,0.04,31.00,140.00,1.00,3.26,0.68,9.50,6.00
2073.00,0.00,6.60,0.23,0.27,5.60,0.04,43.00,164.00,1.00,3.27,0.76,9.50,5.00
2074.00,0.00,6.60,0.27,0.29,5.30,0.05,57.00,189.00,1.00,3.31,0.79,9.80,5.00
2075.00,0.00,6.60,0.22,0.28,4.90,0.04,51.00,180.00,1.00,3.30,0.75,9.50,6.00
2076.00,0.00,7.60,0.18,0.36,2.40,0.05,38.00,123.00,1.00,3.60,0.46,10.30,5.00
2077.00,0.00,6.80,0.36,0.32,1.60,0.04,10.00,124.00,0.99,3.30,0.67,9.60,5.00
2078.00,0.00,7.00,0.22,0.39,2.10,0.06,39.00,198.00,1.00,3.52,0.54,10.20,6.00
2079.00,0.00,5.90,0.17,0.30,1.40,0.04,25.00,119.00,0.99,3.68,0.72,10.50,6.00
2080.00,0.00,7.40,0.45,0.32,7.10,0.04,17.00,117.00,1.00,3.32,0.41,10.40,4.00
2081.00,0.00,6.80,0.36,0.32,1.60,0.04,10.00,124.00,0.99,3.30,0.67,9.60,5.00
2082.00,0.00,7.50,0.42,0.14,10.70,0.05,18.00,95.00,1.00,3.22,0.33,10.70,5.00
2083.00,0.00,7.50,0.33,0.32,11.10,0.04,25.00,119.00,1.00,3.15,0.34,10.50,6.00
2084.00,0.00,9.40,0.30,0.32,10.70,0.03,14.00,111.00,1.00,2.85,0.42,10.60,5.00
2085.00,0.00,7.90,0.17,0.32,1.60,0.05,47.00,150.00,0.99,3.29,0.76,9.60,6.00
2086.00,0.00,7.90,0.17,0.32,1.60,0.05,47.00,150.00,0.99,3.29,0.76,9.60,6.00
2087.00,0.00,8.20,0.17,0.32,1.50,0.05,17.00,101.00,0.99,3.14,0.58,9.50,5.00
2088.00,0.00,8.30,0.17,0.31,1.50,0.05,48.00,153.00,0.99,3.12,0.58,9.40,6.00
2089.00,0.00,8.70,0.15,0.30,1.60,0.05,29.00,130.00,0.99,3.22,0.38,9.80,6.00
2090.00,0.00,7.90,0.17,0.32,1.60,0.05,47.00,150.00,0.99,3.29,0.76,9.60,6.00
2091.00,0.00,7.20,0.25,0.19,8.00,0.04,51.00,172.00,1.00,3.16,0.44,9.20,5.00
2092.00,0.00,7.20,0.24,0.19,7.70,0.05,53.00,176.00,1.00,3.17,0.38,9.50,5.00
2093.00,0.00,5.30,0.76,0.03,2.70,0.04,27.00,93.00,0.99,3.34,0.38,9.20,5.00
2094.00,0.00,6.60,0.22,0.53,15.10,0.05,22.00,136.00,1.00,2.94,0.35,9.40,5.00
2095.00,0.00,6.60,0.22,0.53,15.10,0.05,22.00,136.00,1.00,2.94,0.35,9.40,5.00
2096.00,0.00,8.40,0.28,0.40,8.90,0.05,33.00,146.00,1.00,3.40,0.46,9.30,5.00
2097.00,0.00,6.80,0.32,0.34,6.00,0.05,5.00,129.00,1.00,3.19,0.40,9.10,5.00
2098.00,0.00,6.70,0.24,0.33,12.30,0.05,31.00,145.00,1.00,3.36,0.40,9.50,5.00
2099.00,0.00,7.40,0.18,0.36,13.10,0.06,72.00,163.00,1.00,3.42,0.35,9.10,6.00
2100.00,0.00,6.00,0.16,0.30,6.70,0.04,43.00,153.00,1.00,3.63,0.46,10.60,5.00
2101.00,0.00,6.70,0.24,0.33,12.30,0.05,31.00,145.00,1.00,3.36,0.40,9.50,5.00
2102.00,0.00,6.80,0.28,0.35,2.30,0.04,16.00,85.00,0.99,3.19,0.56,12.40,6.00
2103.00,0.00,6.20,0.34,0.30,11.10,0.05,28.00,237.00,1.00,3.18,0.49,8.70,5.00
2104.00,0.00,6.00,0.27,0.15,1.50,0.06,35.00,128.00,0.99,3.12,0.45,8.80,5.00
2105.00,0.00,6.00,0.16,0.30,6.70,0.04,43.00,153.00,1.00,3.63,0.46,10.60,5.00
2106.00,0.00,6.80,0.32,0.34,6.00,0.05,5.00,129.00,1.00,3.19,0.40,9.10,5.00
2107.00,0.00,8.50,0.24,0.47,15.20,0.06,40.00,234.00,1.00,3.02,0.66,9.00,5.00
2108.00,0.00,8.10,0.24,0.33,10.20,0.05,46.00,141.00,1.00,3.16,0.48,10.30,6.00
2109.00,0.00,7.40,0.18,0.36,13.10,0.06,72.00,163.00,1.00,3.42,0.35,9.10,6.00
2110.00,0.00,7.70,0.23,0.31,10.70,0.04,59.00,186.00,1.00,3.12,0.55,9.50,6.00
2111.00,0.00,6.50,0.22,0.25,17.10,0.05,44.00,138.00,1.00,3.30,0.37,8.80,5.00
2112.00,0.00,6.50,0.22,0.25,17.10,0.05,44.00,138.00,1.00,3.30,0.37,8.80,5.00
2113.00,0.00,6.50,0.22,0.25,17.10,0.05,44.00,138.00,1.00,3.30,0.37,8.80,5.00
2114.00,0.00,5.70,0.33,0.15,1.90,0.05,20.00,93.00,0.99,3.38,0.62,9.90,5.00
2115.00,0.00,7.70,0.23,0.31,10.70,0.04,59.00,186.00,1.00,3.12,0.55,9.50,6.00
2116.00,0.00,6.50,0.22,0.25,17.10,0.05,44.00,138.00,1.00,3.30,0.37,8.80,5.00
2117.00,0.00,6.80,0.20,0.27,1.20,0.03,19.00,68.00,0.99,3.14,0.37,11.70,4.00
2118.00,0.00,7.70,0.26,0.32,1.20,0.04,26.00,117.00,0.99,3.21,0.56,10.80,5.00
2119.00,0.00,6.40,0.20,0.32,3.10,0.04,18.00,126.00,0.99,3.43,0.42,12.00,6.00
2120.00,0.00,8.00,0.16,0.36,1.50,0.03,14.00,122.00,0.99,3.20,0.39,10.30,4.00
2121.00,0.00,6.80,0.25,0.27,10.70,0.08,47.00,154.00,1.00,3.05,0.38,9.00,5.00
2122.00,0.00,7.70,0.39,0.28,4.90,0.04,36.00,109.00,0.99,3.19,0.58,12.20,7.00
2123.00,0.00,6.90,0.26,0.33,12.60,0.05,59.00,173.00,1.00,3.39,0.38,9.90,5.00
2124.00,0.00,6.80,0.25,0.27,10.70,0.08,47.00,154.00,1.00,3.05,0.38,9.00,5.00
2125.00,0.00,7.70,0.39,0.28,4.90,0.04,36.00,109.00,0.99,3.19,0.58,12.20,7.00
2126.00,0.00,6.00,0.28,0.22,12.15,0.05,42.00,163.00,1.00,3.20,0.46,10.10,5.00
